ID,PARENT,TYPE PARENT,TYPE,NAME,DESCRIPTION,,
356,22,oras,oras,Golling,,1,activ
357,22,oras,oras,Bad Goisern,,1,activ
358,22,oras,oras,Bischofshofen,,1,activ
359,22,oras,oras,Neustift/Ghetarul Stubai,,1,activ
360,22,oras,oras,Mattrei in Osttirol,,1,activ
361,22,oras,oras,Pians/Ischgl,,1,activ
362,22,oras,oras,Ischgl,,1,activ
363,22,oras,oras,Kappl/Ischgl,,1,activ
364,22,oras,oras,Landeck/Ischgl,,1,activ
365,22,oras,oras,Finkenberg/Ghetarul Hintertux,,1,activ
366,22,oras,oras,Gerlos,,1,activ
367,1,oras,oras,Cesme,,1,inactiv
368,1,oras,oras,Didim,,1,activ
369,0,oras,oras,Ozdere,,1,activ
370,1,oras,oras,Ozdere,,1,activ
371,20,oras,oras,Sarafovo,,1,activ
372,20,oras,oras,Kranevo,,1,activ
373,20,oras,oras,Riviera,,1,activ
374,20,oras,oras,St. Vlas,,1,activ
375,20,oras,oras,Ravda,,1,activ
376,20,oras,oras,Aheloy,,1,activ
377,20,oras,oras,Kavarne Area,,1,activ
378,20,oras,oras,Topola Skies,,1,activ
379,20,oras,oras,Byala,,1,activ
